user_id,faculty,role,material_title,material_type,action,action_date,duration_min,rating
U1480,ФЕП,студент,Cybersecurity 101,відеолекція,початок,2025-01-17,4.4,5
U1481,ФИТ,студент,Big Data Systems,практикум,початок,2025-02-27,2.7,1
U1482,ФИС,студент,Data Science Guide,практикум,завершення,2025-04-05,8.0,4
U1483,ФЕП,викладач,Algorithms and Structures,підручник,пошук,2025-10-11,5.9,3
U1484,ФЕП,студент,Python Basics,підручник,початок,2025-09-04,14.3,3
U1485,ФЕН,студент,Big Data Systems,електронна книга,пошук,2025-09-26,1.8,2
U1486,ФЕП,викладач,Python Basics,підручник,початок,2025-10-18,9.9,1
U1487,ФКБ,студент,Database Design,практикум,завершення,2025-10-18,10.8,4
U1488,ФЕП,студент,Big Data Systems,практикум,початок,2025-03-21,13.8,1
U1489,ФКБ,викладач,Data Science Guide,підручник,читання,2025-08-10,10.4,5
U1490,ФЕН,студент,Big Data Systems,електронна книга,перерва,2025-05-24,2.5,3
U1491,ФЕП,студент,Data Science Guide,відеолекція,перерва,2025-08-23,5.4,5
U1492,ФКБ,студент,Algorithms and Structures,підручник,читання,2025-05-31,7.3,4
U1493,ФИС,студент,Python Basics,відеолекція,початок,2025-10-12,0.6,3
U1494,ФЕН,студент,Database Design,підручник,перерва,2025-11-09,3.2,2
U1495,ФЕП,студент,Python Basics,електронна книга,перерва,2025-09-27,11.0,1
U1496,ФЕН,студент,Database Design,стаття,завершення,2025-08-27,6.6,5
U1497,ФИТ,студент,ML Intro,відеолекція,читання,2025-04-29,6.5,1
U1498,ФКБ,викладач,Big Data Systems,практикум,початок,2025-03-09,10.9,2
U1499,ФЕН,студент,Python Basics,електронна книга,завершення,2025-03-03,14.9,3
U1500,ФЕН,студент,Python Basics,практикум,перерва,2025-01-23,10.9,2
U1501,ФКБ,викладач,Python Basics,підручник,завершення,2025-03-02,12.7,1
U1502,ФКБ,студент,Big Data Systems,відеолекція,перерва,2025-03-21,5.7,1
U1503,ФЕП,студент,Big Data Systems,електронна книга,початок,2025-10-25,11.8,3
U1504,ФЕН,студент,ML Intro,стаття,початок,2025-11-20,7.0,4
U1505,ФКБ,викладач,Data Science Guide,підручник,читання,2025-04-24,6.6,4
U1506,ФИТ,викладач,Cybersecurity 101,електронна книга,завершення,2025-05-08,8.3,1
U1507,ФКБ,викладач,Database Design,практикум,читання,2025-10-28,6.2,1
U1508,ФЕН,викладач,Big Data Systems,стаття,перерва,2025-09-17,9.3,1
U1509,ФКБ,студент,ML Intro,практикум,пошук,2025-11-23,10.7,5
U1510,ФИТ,студент,Data Science Guide,відеолекція,перерва,2025-08-22,6.5,1
U1511,ФКБ,викладач,Python Basics,відеолекція,пошук,2025-04-06,9.5,4
U1512,ФЕП,студент,Algorithms and Structures,відеолекція,завершення,2025-05-08,4.5,3
U1513,ФЕН,викладач,Python Basics,електронна книга,пошук,2025-05-19,8.7,5
U1514,ФЕП,студент,Python Basics,стаття,завершення,2025-03-26,14.1,4
U1515,ФКБ,викладач,Algorithms and Structures,електронна книга,читання,2025-08-11,14.6,2
U1516,ФЕН,викладач,Database Design,стаття,читання,2025-03-14,6.7,5
U1517,ФЕН,викладач,Cybersecurity 101,електронна книга,пошук,2025-02-24,7.3,4
U1518,ФИС,викладач,Digital Logic,електронна книга,перерва,2025-04-23,9.4,3
U1519,ФЕН,студент,Data Science Guide,підручник,початок,2025-06-29,7.5,3
U1520,ФЕН,студент,Cybersecurity 101,електронна книга,пошук,2025-09-04,9.3,3
U1521,ФЕН,викладач,Big Data Systems,практикум,перерва,2025-06-29,14.3,5
U1522,ФИС,студент,Database Design,електронна книга,перерва,2025-06-14,1.4,3
U1523,ФЕН,студент,Algorithms and Structures,підручник,читання,2025-06-05,13.7,4
U1524,ФКБ,студент,Database Design,електронна книга,пошук,2025-09-19,2.8,5
U1525,ФИС,викладач,Data Science Guide,відеолекція,завершення,2025-01-24,8.2,5
U1526,ФИТ,студент,Digital Logic,відеолекція,читання,2025-04-07,11.2,1
U1527,ФИТ,викладач,Digital Logic,електронна книга,завершення,2025-04-20,12.3,2
U1528,ФЕП,викладач,ML Intro,практикум,пошук,2025-05-17,6.3,4
U1529,ФЕН,студент,Digital Logic,відеолекція,завершення,2025-09-05,13.1,3
U1530,ФКБ,студент,Data Science Guide,електронна книга,перерва,2025-03-09,6.0,3
U1531,ФИС,викладач,Algorithms and Structures,відеолекція,читання,2025-08-12,1.8,3
U1532,ФИС,студент,Data Science Guide,відеолекція,пошук,2025-05-09,5.3,1
U1533,ФЕН,студент,Data Science Guide,практикум,завершення,2025-05-31,1.9,3
U1534,ФЕН,студент,Cybersecurity 101,підручник,перерва,2025-10-26,12.6,4
U1535,ФЕП,студент,Cybersecurity 101,стаття,читання,2025-11-19,13.9,1
U1536,ФИТ,студент,ML Intro,практикум,читання,2025-08-09,12.6,3
U1537,ФЕП,викладач,Digital Logic,електронна книга,читання,2025-07-17,1.0,4
U1538,ФИС,викладач,Python Basics,електронна книга,завершення,2025-09-24,4.2,3
U1539,ФЕН,викладач,Database Design,практикум,перерва,2025-02-16,8.7,5
U1540,ФИТ,студент,Digital Logic,підручник,перерва,2025-05-22,11.9,5
U1541,ФИС,студент,Database Design,практикум,завершення,2025-03-25,7.6,5
U1542,ФИТ,студент,Cybersecurity 101,електронна книга,перерва,2025-09-15,11.8,3
U1543,ФЕП,викладач,Digital Logic,електронна книга,завершення,2025-02-21,6.3,1
U1544,ФИС,студент,Cybersecurity 101,підручник,пошук,2025-08-28,7.0,4
U1545,ФИС,студент,Big Data Systems,практикум,перерва,2025-09-06,0.5,2
U1546,ФКБ,студент,Algorithms and Structures,електронна книга,завершення,2025-01-23,15.0,3
U1547,ФЕН,студент,Python Basics,практикум,перерва,2025-08-15,1.3,3
U1548,ФИС,студент,Cybersecurity 101,відеолекція,пошук,2025-03-23,8.3,1
U1549,ФЕП,викладач,Python Basics,стаття,пошук,2025-03-07,12.0,4
U1550,ФКБ,викладач,Database Design,підручник,пошук,2025-02-18,11.4,5
U1551,ФЕП,студент,Digital Logic,відеолекція,перерва,2025-06-15,4.4,3
U1552,ФИС,студент,Database Design,стаття,пошук,2025-07-21,9.7,4
U1553,ФИС,студент,Digital Logic,електронна книга,початок,2025-07-19,0.6,4
U1554,ФЕП,студент,ML Intro,відеолекція,пошук,2025-10-21,1.3,5
U1555,ФИС,студент,Algorithms and Structures,стаття,перерва,2025-10-31,4.9,1
U1556,ФИС,викладач,Cybersecurity 101,стаття,читання,2025-04-17,13.6,4
U1557,ФКБ,студент,Cybersecurity 101,підручник,пошук,2025-05-30,8.3,4
U1558,ФЕН,студент,Python Basics,відеолекція,завершення,2025-08-11,10.4,3
U1559,ФЕН,студент,Algorithms and Structures,електронна книга,читання,2025-05-28,1.8,4
U1560,ФИС,викладач,Cybersecurity 101,електронна книга,завершення,2025-03-30,11.8,4
U1561,ФЕН,студент,ML Intro,практикум,пошук,2025-04-20,2.5,3
U1562,ФЕН,студент,Big Data Systems,підручник,початок,2025-10-11,13.8,5
U1563,ФИТ,викладач,Big Data Systems,відеолекція,перерва,2025-08-29,6.5,4
U1564,ФКБ,студент,Data Science Guide,електронна книга,початок,2025-11-10,3.2,2
U1565,ФЕП,викладач,Algorithms and Structures,стаття,читання,2025-03-07,3.9,2
U1566,ФЕН,студент,Cybersecurity 101,стаття,пошук,2025-08-17,7.2,5
U1567,ФЕН,студент,Data Science Guide,стаття,початок,2025-05-19,1.6,2
U1568,ФКБ,викладач,ML Intro,практикум,читання,2025-04-24,10.6,1
U1569,ФИТ,студент,Cybersecurity 101,стаття,завершення,2025-07-09,6.1,2
U1570,ФИС,студент,Database Design,електронна книга,пошук,2025-06-10,3.3,2
U1571,ФИС,викладач,Algorithms and Structures,практикум,пошук,2025-11-04,11.1,1
U1572,ФЕН,викладач,Data Science Guide,відеолекція,читання,2025-02-03,11.7,4
U1573,ФКБ,студент,Data Science Guide,електронна книга,перерва,2025-01-16,5.1,2
U1574,ФИС,студент,Database Design,підручник,початок,2025-05-17,0.8,5
U1575,ФЕН,викладач,Python Basics,відеолекція,читання,2025-05-23,5.5,4
U1576,ФИТ,студент,ML Intro,електронна книга,пошук,2025-08-11,13.4,2
U1577,ФИТ,студент,ML Intro,відеолекція,пошук,2025-11-26,14.9,4
U1578,ФКБ,викладач,Data Science Guide,електронна книга,завершення,2025-07-02,5.1,4
U1579,ФИТ,студент,ML Intro,практикум,початок,2025-09-30,8.5,2
U1580,ФИТ,студент,Database Design,електронна книга,завершення,2025-05-13,7.2,4
U1581,ФИТ,студент,Cybersecurity 101,стаття,перерва,2025-10-31,14.5,2
U1582,ФКБ,викладач,Cybersecurity 101,підручник,читання,2025-05-27,7.7,1
U1583,ФИТ,викладач,Data Science Guide,стаття,читання,2025-09-20,8.6,5
U1584,ФЕП,викладач,Algorithms and Structures,стаття,пошук,2025-09-26,11.0,3
U1585,ФКБ,студент,Python Basics,електронна книга,початок,2025-07-07,13.4,4
U1586,ФЕП,студент,Database Design,стаття,пошук,2025-10-30,12.9,3
U1587,ФЕП,викладач,Data Science Guide,відеолекція,пошук,2025-06-20,7.3,5
U1588,ФКБ,викладач,Cybersecurity 101,електронна книга,пошук,2025-03-26,1.8,2
U1589,ФЕН,викладач,Cybersecurity 101,електронна книга,пошук,2025-02-03,14.2,5
U1590,ФКБ,студент,Big Data Systems,підручник,початок,2025-09-10,14.9,3
U1591,ФЕН,студент,Data Science Guide,електронна книга,читання,2025-08-17,2.0,1
U1592,ФИТ,студент,ML Intro,електронна книга,читання,2025-03-20,7.2,3
U1593,ФКБ,студент,Digital Logic,електронна книга,читання,2025-05-28,13.2,3
U1594,ФКБ,викладач,ML Intro,підручник,перерва,2025-05-16,14.8,2
U1595,ФЕН,викладач,Cybersecurity 101,електронна книга,читання,2025-05-07,9.1,2
U1596,ФЕН,викладач,Cybersecurity 101,практикум,читання,2025-02-17,8.1,4
U1597,ФЕН,викладач,Digital Logic,практикум,завершення,2025-05-27,12.4,1
U1598,ФИТ,студент,Algorithms and Structures,відеолекція,початок,2025-01-10,3.2,2
U1599,ФЕП,викладач,Cybersecurity 101,практикум,пошук,2025-08-29,7.3,3
U1600,ФЕН,студент,Database Design,підручник,початок,2025-02-08,11.6,1
U1601,ФЕН,студент,Cybersecurity 101,відеолекція,перерва,2025-01-21,8.1,2
U1602,ФИТ,студент,Cybersecurity 101,електронна книга,початок,2025-04-06,0.8,2
U1603,ФЕН,студент,Python Basics,підручник,перерва,2025-08-17,11.0,2
U1604,ФЕН,студент,Cybersecurity 101,практикум,пошук,2025-07-03,2.3,4
U1605,ФКБ,викладач,Algorithms and Structures,стаття,читання,2025-10-06,1.7,5
U1606,ФЕН,викладач,Big Data Systems,відеолекція,пошук,2025-08-18,11.6,4
U1607,ФИС,студент,ML Intro,електронна книга,початок,2025-03-24,7.2,4
U1608,ФЕП,студент,Database Design,підручник,читання,2025-07-21,14.1,4
U1609,ФИС,студент,Cybersecurity 101,електронна книга,пошук,2025-04-08,4.2,1
U1610,ФИС,студент,ML Intro,відеолекція,пошук,2025-08-29,1.3,2
U1611,ФЕП,викладач,Database Design,відеолекція,початок,2025-07-18,5.2,1
U1612,ФЕП,студент,Digital Logic,практикум,читання,2025-09-29,12.2,2
U1613,ФЕН,студент,Database Design,практикум,перерва,2025-06-29,14.2,4
U1614,ФИС,студент,Algorithms and Structures,відеолекція,перерва,2025-02-10,2.2,1
U1615,ФИС,викладач,Cybersecurity 101,електронна книга,початок,2025-03-23,13.3,5
U1616,ФИС,студент,Big Data Systems,підручник,пошук,2025-02-27,11.4,4
U1617,ФЕП,викладач,Algorithms and Structures,стаття,перерва,2025-06-01,8.8,3
U1618,ФИТ,студент,Algorithms and Structures,практикум,початок,2025-09-27,14.7,1
U1619,ФИС,студент,Algorithms and Structures,відеолекція,перерва,2025-10-03,10.3,2
U1620,ФИС,студент,Data Science Guide,відеолекція,читання,2025-10-31,14.8,1
U1621,ФИС,студент,Python Basics,стаття,завершення,2025-06-25,8.1,1
U1622,ФЕН,студент,ML Intro,практикум,завершення,2025-07-27,12.6,2
U1623,ФЕН,студент,Big Data Systems,електронна книга,завершення,2025-02-26,9.1,1
U1624,ФИТ,студент,Cybersecurity 101,підручник,завершення,2025-01-10,3.2,5
U1625,ФИТ,студент,Digital Logic,підручник,перерва,2025-02-11,10.3,3
U1626,ФЕП,викладач,Data Science Guide,стаття,перерва,2025-09-05,7.1,3
U1627,ФЕП,викладач,Database Design,підручник,початок,2025-01-15,3.5,2
U1628,ФИТ,студент,Cybersecurity 101,електронна книга,завершення,2025-07-05,10.2,3
U1629,ФИТ,викладач,Data Science Guide,практикум,перерва,2025-05-11,7.6,4
U1630,ФИС,викладач,Digital Logic,відеолекція,пошук,2025-02-16,8.9,3
U1631,ФЕН,викладач,Digital Logic,відеолекція,початок,2025-04-16,11.1,3
U1632,ФЕП,студент,Algorithms and Structures,електронна книга,початок,2025-06-11,13.2,1
U1633,ФЕП,студент,Database Design,відеолекція,пошук,2025-04-21,1.3,3
U1634,ФИТ,викладач,ML Intro,підручник,читання,2025-04-13,6.1,5
U1635,ФЕН,викладач,ML Intro,стаття,початок,2025-01-28,4.2,3
U1636,ФИТ,студент,Database Design,стаття,завершення,2025-09-08,11.2,3
U1637,ФЕП,студент,ML Intro,стаття,пошук,2025-06-04,11.1,5
U1638,ФКБ,студент,ML Intro,відеолекція,пошук,2025-04-13,5.6,2
U1639,ФКБ,студент,Digital Logic,практикум,завершення,2025-11-16,8.6,1
U1640,ФЕН,викладач,Database Design,електронна книга,читання,2025-02-21,12.5,1
U1641,ФЕП,викладач,ML Intro,відеолекція,читання,2025-01-17,12.7,3
U1642,ФЕП,студент,Database Design,відеолекція,початок,2025-08-13,6.5,3
U1643,ФЕН,викладач,Database Design,практикум,читання,2025-06-19,12.2,2
U1644,ФЕН,студент,Cybersecurity 101,стаття,пошук,2025-10-08,9.8,1
U1645,ФИС,студент,Database Design,відеолекція,перерва,2025-03-24,9.0,4
U1646,ФЕН,викладач,Python Basics,підручник,завершення,2025-11-22,10.4,4
U1647,ФЕП,студент,Big Data Systems,стаття,пошук,2025-02-12,2.5,2
U1648,ФИТ,студент,Database Design,практикум,початок,2025-05-04,7.5,4
U1649,ФЕП,студент,Big Data Systems,стаття,початок,2025-06-01,9.6,5
U1650,ФИС,викладач,Big Data Systems,стаття,завершення,2025-01-02,6.3,2
U1651,ФЕП,студент,Cybersecurity 101,практикум,пошук,2025-09-22,1.3,4
U1652,ФЕН,студент,Data Science Guide,електронна книга,початок,2025-02-19,5.0,5
U1653,ФКБ,викладач,Data Science Guide,відеолекція,перерва,2025-06-11,9.8,5
U1654,ФЕП,студент,Digital Logic,підручник,завершення,2025-11-14,5.6,2
U1655,ФКБ,студент,Data Science Guide,відеолекція,перерва,2025-04-22,9.4,5
U1656,ФЕП,викладач,ML Intro,практикум,пошук,2025-04-18,14.2,4
U1657,ФИС,студент,Data Science Guide,практикум,читання,2025-06-09,9.8,5
U1658,ФИТ,студент,ML Intro,відеолекція,початок,2025-04-03,4.0,5
U1659,ФИТ,студент,ML Intro,практикум,пошук,2025-06-15,8.7,2
U1660,ФЕН,студент,Python Basics,стаття,початок,2025-07-30,2.5,3
U1661,ФЕП,студент,Digital Logic,підручник,початок,2025-04-18,14.3,3
U1662,ФИС,студент,Data Science Guide,електронна книга,пошук,2025-09-01,12.2,5
U1663,ФКБ,студент,Big Data Systems,стаття,читання,2025-01-11,14.3,4
U1664,ФКБ,студент,Big Data Systems,практикум,читання,2025-07-02,4.7,3
U1665,ФЕП,студент,Big Data Systems,відеолекція,перерва,2025-07-20,6.4,2
U1666,ФЕН,викладач,Cybersecurity 101,відеолекція,завершення,2025-10-22,0.7,3
U1667,ФИС,викладач,Data Science Guide,стаття,читання,2025-09-28,6.8,4
U1668,ФЕП,студент,Database Design,підручник,початок,2025-06-15,11.7,5
U1669,ФИТ,викладач,Big Data Systems,практикум,завершення,2025-03-19,6.9,5
U1670,ФЕН,студент,Database Design,стаття,пошук,2025-09-14,1.9,4
U1671,ФЕН,викладач,ML Intro,підручник,перерва,2025-08-08,9.1,5
U1672,ФИТ,викладач,Database Design,підручник,читання,2025-08-16,2.6,3
U1673,ФКБ,викладач,Algorithms and Structures,відеолекція,читання,2025-02-18,2.0,5
U1674,ФИС,викладач,ML Intro,відеолекція,початок,2025-04-05,11.9,4
U1675,ФКБ,студент,Data Science Guide,практикум,завершення,2025-04-12,13.3,5
U1676,ФЕН,викладач,Database Design,підручник,завершення,2025-04-29,10.6,2
U1677,ФКБ,викладач,Database Design,підручник,початок,2025-07-03,13.9,4
U1678,ФЕН,студент,Algorithms and Structures,підручник,читання,2025-09-07,12.4,2
U1679,ФЕН,студент,ML Intro,електронна книга,початок,2025-09-20,0.7,2
U1680,ФИС,викладач,Big Data Systems,практикум,завершення,2025-09-02,5.0,2
U1681,ФИТ,викладач,Python Basics,практикум,завершення,2025-09-03,13.8,1
U1682,ФИТ,студент,Python Basics,практикум,завершення,2025-05-22,14.6,3
U1683,ФЕН,викладач,Database Design,електронна книга,перерва,2025-07-12,1.7,1
U1684,ФЕН,викладач,Data Science Guide,підручник,перерва,2025-07-03,11.8,4
U1685,ФИТ,студент,Database Design,стаття,пошук,2025-03-19,5.5,1
U1686,ФИТ,викладач,Data Science Guide,стаття,перерва,2025-10-16,13.7,1
U1687,ФИТ,студент,Algorithms and Structures,підручник,пошук,2025-03-05,9.5,2
U1688,ФИС,викладач,Python Basics,електронна книга,пошук,2025-07-12,10.0,2
U1689,ФЕП,викладач,Algorithms and Structures,практикум,перерва,2025-10-17,10.5,2
U1690,ФЕН,студент,Big Data Systems,електронна книга,читання,2025-08-30,3.8,3
U1691,ФКБ,викладач,ML Intro,відеолекція,перерва,2025-10-25,11.1,5
U1692,ФЕП,викладач,Big Data Systems,стаття,початок,2025-11-12,1.8,5
U1693,ФКБ,викладач,Big Data Systems,стаття,початок,2025-06-07,10.5,3
U1694,ФИС,студент,ML Intro,відеолекція,пошук,2025-09-22,14.7,1
U1695,ФКБ,викладач,ML Intro,підручник,читання,2025-09-22,3.7,3
U1696,ФИТ,студент,Python Basics,стаття,пошук,2025-11-01,14.8,2
U1697,ФЕП,студент,Database Design,підручник,пошук,2025-02-22,14.0,2
U1698,ФИС,викладач,Data Science Guide,електронна книга,пошук,2025-01-07,2.4,2
U1699,ФЕН,викладач,ML Intro,практикум,пошук,2025-02-23,2.4,5
U1700,ФЕП,студент,Data Science Guide,електронна книга,пошук,2025-02-24,9.2,1
U1701,ФИТ,студент,Database Design,стаття,читання,2025-10-22,11.7,1
U1702,ФКБ,студент,Python Basics,практикум,початок,2025-02-11,2.1,4
U1703,ФИС,студент,Cybersecurity 101,відеолекція,читання,2025-04-21,4.9,1
U1704,ФКБ,студент,Digital Logic,практикум,читання,2025-04-10,6.7,3
U1705,ФКБ,викладач,Big Data Systems,стаття,перерва,2025-04-25,11.5,4
U1706,ФЕП,студент,ML Intro,практикум,читання,2025-01-24,14.0,4
U1707,ФИС,студент,Data Science Guide,відеолекція,завершення,2025-04-20,3.5,4
U1708,ФИС,викладач,Python Basics,підручник,перерва,2025-07-03,8.5,2
U1709,ФКБ,студент,Algorithms and Structures,стаття,перерва,2025-09-25,14.4,4
U1710,ФКБ,викладач,Cybersecurity 101,відеолекція,перерва,2025-07-10,4.0,5
U1711,ФКБ,студент,Python Basics,практикум,читання,2025-09-26,2.4,5
U1712,ФИТ,студент,Cybersecurity 101,відеолекція,завершення,2025-11-10,14.1,4
U1713,ФКБ,студент,Python Basics,підручник,читання,2025-09-28,9.0,1
U1714,ФЕП,викладач,ML Intro,підручник,читання,2025-06-03,10.0,2
U1715,ФЕП,студент,Python Basics,практикум,завершення,2025-06-28,13.0,2
U1716,ФИС,студент,Big Data Systems,відеолекція,читання,2025-08-31,2.2,3
U1717,ФИТ,викладач,Python Basics,стаття,перерва,2025-10-21,10.9,1
U1718,ФИС,студент,ML Intro,практикум,завершення,2025-08-10,1.3,3
U1719,ФКБ,викладач,ML Intro,підручник,перерва,2025-05-02,8.4,3
U1720,ФЕН,студент,Digital Logic,електронна книга,завершення,2025-11-05,2.5,2
U1721,ФЕН,студент,Database Design,практикум,початок,2025-01-21,1.8,3
U1722,ФЕН,викладач,Digital Logic,стаття,пошук,2025-05-15,0.9,1
U1723,ФЕП,викладач,Big Data Systems,підручник,пошук,2025-02-06,8.4,5
U1724,ФИТ,викладач,Digital Logic,стаття,початок,2025-05-26,2.2,5
U1725,ФКБ,викладач,Database Design,стаття,перерва,2025-06-19,0.7,3
U1726,ФЕП,викладач,Database Design,електронна книга,початок,2025-02-12,2.7,4
U1727,ФЕП,викладач,ML Intro,практикум,початок,2025-08-16,10.6,1
U1728,ФЕН,студент,Data Science Guide,стаття,завершення,2025-07-04,2.8,4
U1729,ФЕП,студент,Database Design,стаття,читання,2025-10-08,8.9,4
U1730,ФКБ,викладач,Digital Logic,стаття,початок,2025-06-18,7.1,1
U1731,ФЕН,викладач,ML Intro,практикум,читання,2025-10-08,7.4,1
U1732,ФЕП,викладач,Algorithms and Structures,підручник,читання,2025-03-27,8.5,2
U1733,ФЕП,студент,Cybersecurity 101,стаття,початок,2025-01-16,6.6,3
U1734,ФКБ,викладач,ML Intro,відеолекція,читання,2025-02-26,14.3,2
U1735,ФЕН,викладач,ML Intro,електронна книга,пошук,2025-09-02,2.6,4
U1736,ФКБ,викладач,Database Design,відеолекція,пошук,2025-01-06,13.6,3
U1737,ФЕП,викладач,Cybersecurity 101,стаття,початок,2025-10-10,11.3,4
U1738,ФИС,студент,Big Data Systems,практикум,пошук,2025-05-11,2.4,5
U1739,ФИС,студент,Big Data Systems,підручник,пошук,2025-10-15,2.0,5
U1740,ФЕП,студент,Digital Logic,стаття,читання,2025-04-24,7.5,4
U1741,ФЕН,викладач,Algorithms and Structures,відеолекція,початок,2025-08-04,3.3,4
U1742,ФКБ,викладач,Big Data Systems,стаття,завершення,2025-10-26,12.6,3
U1743,ФИТ,студент,Database Design,стаття,пошук,2025-11-14,11.4,2
U1744,ФЕН,студент,Database Design,відеолекція,пошук,2025-10-03,9.0,1
U1745,ФИС,викладач,ML Intro,відеолекція,пошук,2025-10-31,9.0,3
U1746,ФИТ,викладач,Database Design,стаття,початок,2025-10-08,12.3,1
U1747,ФЕН,студент,Digital Logic,відеолекція,завершення,2025-04-10,5.4,5
U1748,ФИТ,викладач,Digital Logic,електронна книга,перерва,2025-04-26,5.2,5
U1749,ФИТ,студент,ML Intro,підручник,завершення,2025-11-08,12.6,4
U1750,ФИТ,викладач,Digital Logic,відеолекція,початок,2025-08-11,12.2,3
U1751,ФИТ,студент,Cybersecurity 101,практикум,пошук,2025-03-18,8.1,3
U1752,ФИС,студент,ML Intro,підручник,завершення,2025-09-02,10.4,4
U1753,ФИТ,студент,Big Data Systems,електронна книга,перерва,2025-02-24,6.0,3
U1754,ФИС,студент,Big Data Systems,електронна книга,читання,2025-02-05,7.3,4
U1755,ФИТ,студент,Big Data Systems,практикум,перерва,2025-08-01,1.3,3
U1756,ФИТ,студент,Database Design,підручник,початок,2025-04-08,6.8,1
U1757,ФИТ,студент,Algorithms and Structures,підручник,перерва,2025-04-29,3.8,5
U1758,ФИТ,студент,Database Design,стаття,перерва,2025-09-28,4.2,5
U1759,ФЕП,викладач,Cybersecurity 101,відеолекція,завершення,2025-03-26,1.3,3
U1760,ФЕН,викладач,Big Data Systems,відеолекція,завершення,2025-04-30,14.6,3
U1761,ФИС,студент,Big Data Systems,стаття,початок,2025-08-17,2.9,5
U1762,ФЕН,викладач,Cybersecurity 101,електронна книга,читання,2025-01-22,9.7,1
U1763,ФЕН,викладач,ML Intro,підручник,завершення,2025-08-12,10.1,1
U1764,ФЕП,студент,Algorithms and Structures,практикум,перерва,2025-04-24,2.7,5
U1765,ФЕН,викладач,Big Data Systems,електронна книга,пошук,2025-03-22,3.0,1
U1766,ФИТ,викладач,Python Basics,стаття,початок,2025-04-16,0.9,3
U1767,ФЕН,студент,Database Design,відеолекція,пошук,2025-04-27,14.6,5
U1768,ФЕП,викладач,Digital Logic,стаття,перерва,2025-09-15,11.4,4
U1769,ФЕН,студент,Cybersecurity 101,відеолекція,пошук,2025-11-05,4.0,5
U1770,ФЕП,студент,Digital Logic,відеолекція,читання,2025-04-27,13.8,3
U1771,ФЕН,студент,Database Design,практикум,початок,2025-01-06,14.1,2
U1772,ФКБ,студент,ML Intro,стаття,завершення,2025-10-30,9.7,4
U1773,ФИТ,студент,Data Science Guide,електронна книга,завершення,2025-05-31,4.0,4
U1774,ФИТ,викладач,Digital Logic,підручник,пошук,2025-08-26,6.3,5
U1775,ФИС,викладач,Database Design,стаття,початок,2025-06-04,3.2,5
U1776,ФЕН,викладач,ML Intro,електронна книга,перерва,2025-08-30,7.5,4
U1777,ФКБ,викладач,Python Basics,відеолекція,завершення,2025-09-22,10.9,2
U1778,ФИТ,студент,Python Basics,електронна книга,читання,2025-01-09,0.5,3
U1779,ФИС,студент,Big Data Systems,підручник,перерва,2025-04-29,14.3,2
U1780,ФИС,викладач,Database Design,практикум,завершення,2025-06-09,1.8,3
U1781,ФЕП,викладач,Cybersecurity 101,електронна книга,читання,2025-03-04,5.9,2
U1782,ФКБ,викладач,Data Science Guide,стаття,завершення,2025-03-13,11.5,1
U1783,ФЕП,викладач,Python Basics,підручник,перерва,2025-10-30,7.6,2
U1784,ФЕН,викладач,Algorithms and Structures,відеолекція,завершення,2025-02-02,1.9,4
U1785,ФИТ,студент,Digital Logic,підручник,перерва,2025-03-10,14.0,5
U1786,ФИС,викладач,Digital Logic,відеолекція,пошук,2025-08-22,4.6,2
U1787,ФЕП,студент,Big Data Systems,підручник,читання,2025-04-01,3.3,5
U1788,ФИТ,студент,Cybersecurity 101,підручник,початок,2025-06-02,12.3,3
U1789,ФЕН,викладач,Data Science Guide,підручник,читання,2025-06-27,5.5,2
U1790,ФКБ,викладач,Database Design,практикум,перерва,2025-02-09,10.6,4
U1791,ФИТ,викладач,Big Data Systems,електронна книга,завершення,2025-05-23,14.8,2
U1792,ФЕП,викладач,Algorithms and Structures,стаття,перерва,2025-01-11,10.0,5
U1793,ФИТ,викладач,ML Intro,підручник,початок,2025-10-02,12.3,1
U1794,ФИС,викладач,ML Intro,стаття,читання,2025-10-13,10.8,2
U1795,ФЕП,студент,Data Science Guide,стаття,пошук,2025-07-17,12.8,3
U1796,ФИТ,викладач,Data Science Guide,практикум,читання,2025-09-30,9.4,5
U1797,ФКБ,студент,Python Basics,стаття,перерва,2025-05-24,10.5,3
U1798,ФЕН,студент,Algorithms and Structures,практикум,перерва,2025-04-19,10.8,5
U1799,ФИТ,студент,Algorithms and Structures,стаття,пошук,2025-08-14,9.0,1
U1800,ФКБ,студент,Database Design,електронна книга,завершення,2025-10-17,2.9,2
U1801,ФКБ,викладач,ML Intro,відеолекція,читання,2025-09-08,11.7,5
U1802,ФИТ,студент,Data Science Guide,відеолекція,початок,2025-10-10,10.1,4
U1803,ФИТ,студент,Data Science Guide,стаття,початок,2025-04-12,12.0,2
U1804,ФИТ,студент,Digital Logic,стаття,початок,2025-10-14,14.7,3
U1805,ФИТ,студент,Big Data Systems,електронна книга,перерва,2025-03-30,0.7,4
U1806,ФИС,студент,Big Data Systems,стаття,читання,2025-03-19,12.9,3
U1807,ФКБ,студент,Cybersecurity 101,електронна книга,читання,2025-01-09,13.3,4
U1808,ФИТ,студент,Python Basics,підручник,пошук,2025-11-17,6.4,4
U1809,ФИС,студент,Digital Logic,практикум,початок,2025-05-30,1.5,1
U1810,ФЕН,викладач,Database Design,електронна книга,пошук,2025-06-28,5.4,1
U1811,ФКБ,викладач,ML Intro,електронна книга,початок,2025-11-14,4.8,5
